"Address","Word Count","Closest Similarity Match","No. Near Duplicates","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://www.columbusrecoverycenter.com/","2333","","","43","27","16","en-US","d507288731463ce4ea3e76ec8071a13b","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/checklist/","1139","","","1","0","1","en-US","60246f54b7aae2e29b297ec81242706","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/","907","","","14","8","6","en-US","90fce878088bfa4f4d5c891f33dab370","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/outpatient/","2016","","","51","28","23","en-US","d012436e4db5428dce83d3fde0313d6","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/mansfield/","2100","","","15","11","4","en-US","115846c96560b64fcb84a12b32156cd7","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/toledo/","2210","","","24","14","10","en-US","1bcd8509a530b9462dcc3b9e6818300a","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/groveport/","2092","","","50","46","4","en-US","792f8a0c17bb7f46576dd38fefde41d0","Indexable",""
"https://www.columbusrecoverycenter.com/privacy-policy/","3428","","","24","6","18","en-US","2e0f383481a2afd842c6f4fa04c171a3","Indexable",""
"https://www.columbusrecoverycenter.com/depression-resource-guide/","2037","","","21","19","2","en-US","367d4c6275f4aef591a3c60f1211ee3b","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/","2102","","","45","17","28","en-US","26eea160df02c41fd7daacba31037641","Indexable",""
"https://www.columbusrecoverycenter.com/prescription-drug-abuse-in-america/","2321","","","43","18","25","en-US","69ff87b331de8e459009e2e066239805","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/intensive-outpatient/","1771","","","46","30","16","en-US","171e0faa446f0c93ed03755925be5017","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/cleveland/","2529","","","31","12","19","en-US","62ea747e4fcc0b81b3123055a81249a4","Indexable",""
"https://www.columbusrecoverycenter.com/our-team/","436","","","6","4","2","en-US","e6c8f52b6fe471e0c5c9caafd0242e9e","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/partial-hospitalization/","1912","","","43","27","16","en-US","fdf56dfe530dbb811b2127c46a46f57e","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/springfield/","2262","","","23","14","9","en-US","13207cf801b7a653b61d8e0baf0a67f6","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/dayton/","2132","","","19","11","8","en-US","b54060108a83cb838d6bf561aa7f635e","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/","2006","","","55","30","25","en-US","a2c04dbb882825b246a836705eb69f04","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/lorain/","2261","","","21","13","8","en-US","5fd937d14520b436eb2daaf8f926348c","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/aftercare/","1947","","","57","31","26","en-US","101a32935ee4d290b0ebde6661492e60","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/residential-rehabilitation/","1910","","","48","30","18","en-US","5bb71c856167aa1a458098a20b9cdc54","Indexable",""
"https://www.columbusrecoverycenter.com/online-terms-conditions-use/","2840","","","62","37","25","en-US","738aa6d9c4f39e8a51cebef716a4776d","Indexable",""
"https://www.columbusrecoverycenter.com/veterans/","1692","","","11","11","0","en-US","ceae8f2c94a2dd99e09e6f0b3b0244eb","Indexable",""
"https://www.columbusrecoverycenter.com/continuing-education/","778","","","15","9","6","en-US","e5d5d797d045b5dac644391721f3f174","Non-Indexable","Canonicalised"
"https://www.columbusrecoverycenter.com/drug-addiction-hotline/","1058","","","14","6","8","en-US","d3a9f66d8b5f56b805fc2a9f7b0ab5e2","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/canton/","2131","","","15","9","6","en-US","fda7d070a0385b99611361d52107c1d2","Indexable",""
"https://www.columbusrecoverycenter.com/recovery-blog/","844","","","49","45","4","en-US","27edeec036d59e5f0bc10ae33520ad","Indexable",""
"https://www.columbusrecoverycenter.com/blog/adderall-and-alcohol/","1304","","","29","13","16","en-US","caaba52d1339dd2a121ef0cfb6ac0c1e","Indexable",""
"https://www.columbusrecoverycenter.com/facility/","303","","","2","1","1","en-US","ee7b8ff34e1fb092f05d6cdb8c4185fc","Indexable",""
"https://www.columbusrecoverycenter.com/alcohol-addiction-resource-guide/","1519","","","19","9","10","en-US","92f706bf7fb2110a1f1fb93c5b8e30dd","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/faqs/","1431","","","13","5","8","en-US","bd4afdd989ed655834fbbdcd91915c3d","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/insurance/","961","","","14","6","8","en-US","6aa2a5812eeb5aa049f03c79c9cf13c5","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/newark/","2306","","","18","10","8","en-US","ab9f3f1f1fdbfdea4d7dc606a7b2ca11","Indexable",""
"https://www.columbusrecoverycenter.com/marijuana-abuse-resources/","973","","","6","5","1","en-US","8f1ebebd6beb19217819d4159a7eb9ef","Indexable",""
"https://www.columbusrecoverycenter.com/fortitude/","1488","","","32","14","18","en-US","f152adde1f4b8caa56d800d2347f123f","Indexable",""
"https://www.columbusrecoverycenter.com/students/","408","","","1","0","1","en-US","a0d933f4d7a3a5325c6700f6c008aa2","Indexable",""
"https://www.columbusrecoverycenter.com/about/","1550","","","38","28","10","en-US","e30b5a69d10ab83530a8bda67c0c8f93","Indexable",""
"https://www.columbusrecoverycenter.com/online-recovery-meetings/","1650","","","10","3","7","en-US","df4745a34cc2e948607e14ed13b1a9e7","Non-Indexable","Canonicalised"
"https://www.columbusrecoverycenter.com/ohio-rehab/marion/","2262","","","22","15","7","en-US","164c3d85642cb44120743dbf35eb0fc7","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/cincinnati/","2602","","","23","15","8","en-US","e8fff382c6794f6a521986b2c84e8e58","Indexable",""
"https://www.columbusrecoverycenter.com/outreach/","537","","","5","3","2","en-US","5632e5bf03969de7fa6845c4ee573835","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/telehealth-app/","1525","","","27","17","10","en-US","5c1340087d2ea8fd1d7ce238bb811185","Non-Indexable","Canonicalised"
"https://www.columbusrecoverycenter.com/ohio-rehab/westerville/","2185","","","22","15","7","en-US","2b9a42f274be3869d6e64a563270625e","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/","318","","","5","4","1","en-US","1108c5be2f27b3e2d26f12fe2fa2e34d","Indexable",""
"https://www.columbusrecoverycenter.com/contact-us/","325","","","2","1","1","en-US","1679c26124fd28d93f0ea23ce711f158","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/akron/","2434","","","15","12","3","en-US","3f2f6eeb36f1a225daee45bb441aee2d","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/co-occurring-disorders/","2126","","","29","14","15","en-US","3282ab061c7ae56da63673650ed584e1","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/pricing/","894","","","4","3","1","en-US","efae90cee1b95390b0ebc335f9c79bec","Indexable",""
"https://www.columbusrecoverycenter.com/blog/how-long-does-coke-stay-in-system/","2230","","","47","30","17","en-US","bf0c4be489afe3bcea83233d41cfad32","Indexable",""
"https://www.columbusrecoverycenter.com/blog/longevity-of-norco-in-the-body/","1757","","","99","77","22","en-US","cb30379b8b1dd29e7faa48cc4fc98cd8","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/medical-detox/","2001","","","58","38","20","en-US","fc5d0244d0cc5d30cf14050554c92d30","Indexable",""
"https://www.columbusrecoverycenter.com/notice-privacy-practice/","2121","","","6","1","5","en-US","c06bd149c3c0b3ee3ae402672553ce59","Indexable",""
"https://www.columbusrecoverycenter.com/treatment-programs/multidisciplinary-approach/","1332","","","18","2","16","en-US","f93343ddd5e55e21c70e0fd6f7e7eac1","Indexable",""
"https://www.columbusrecoverycenter.com/cdn-cgi/l/email-protection","114","","","3","1","2","en-US","77ede986e132806404267ff64edc05fa","Non-Indexable","noindex"
"https://www.columbusrecoverycenter.com/ohio-rehab/lima/","2388","","","26","20","6","en-US","446f7471bd1d2d46e1e3972b96a85dd2","Indexable",""
"https://www.columbusrecoverycenter.com/our-team/tiffany-bell/","446","","","9","6","3","en-US","e99c82157f46cbbc112197f1b427890a","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/melissa-carmona/","363","","","9","8","1","en-US","20faf0adbdecdea197c307b121a06541","Indexable",""
"https://www.columbusrecoverycenter.com/our-team/robert-fishman/","292","","","5","1","4","en-US","1c064e66207c498440c8d229af20a0ae","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/","1225","","","58","56","2","en-US","48c7119b3e753adafd78e7b762f31eb5","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/nicole-laneve/","318","","","10","9","1","en-US","3118a7c04aa75966e6ed1029a7742bfb","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/kevin-wandler/","456","","","13","10","3","en-US","98c04a22e12842cc4f8dd71413045b9d","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/columbus/","332","","","5","3","2","en-US","3fc01e0a8d4b5b717bb80dde06ac8b5b","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/nanci-stockwell/","382","","","10","8","2","en-US","cd83b5074e9fe38f0ffab826cc10e43","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/cocaine-addiction/","1687","","","29","11","18","en-US","fee8b655e17bae66bf303448565a60e8","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/xanax-addiction/","2103","","","46","16","30","en-US","690a124e8c89e0ce6e3be373f0658b31","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/heroin-addiction/","2067","","","38","12","26","en-US","acaeab5eb3672de6e5d334e2fa376b3a","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/marijuana-addiction/","1977","","","42","21","21","en-US","b4837325135139265cee3eb94838fa28","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/fentanyl-addiction/","1725","","","40","17","23","en-US","98eeafc54a206cc52ffe57ee6e0265b4","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/morphine-addiction/","2137","","","44","15","29","en-US","7ba81343130dd0783bbc39bc8eb6158","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/benzodiazepine-addiction/","1912","","","81","53","28","en-US","83086cdc672da7c40d2410e7166e6b3f","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/opiate-addiction/","2090","","","50","24","26","en-US","a04be7f5231209f3021b46ca3566fae2","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/meth-addiction/","1486","","","28","10","18","en-US","b7c4763c8076e1d3fcbd4cf4e7d83ae7","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/hydrocodone-addiction/","1795","","","40","23","17","en-US","1a9bc9a3923b94244fdef06f5c403ed5","Indexable",""
"https://www.columbusrecoverycenter.com/alcohol-addiction/","1763","","","28","10","18","en-US","32dac5cb4492f07ffb9f75a6122e1b6d","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/codeine-addiction/","1759","","","53","32","21","en-US","7b3491ee5520a24315f58862155a5be3","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/gabapentin-addiction/","2301","","","62","32","30","en-US","91a6ec58249959a2b7387dc42d4027a9","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/vicodin-addiction/","1803","","","41","23","18","en-US","98083c8119c0ea3cfd007add506a2610","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/klonopin-addiction/","1654","","","46","29","17","en-US","63dd4a8fd010f72c7e7ff5a9da466749","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/oxycodone-addiction/","1633","","","36","23","13","en-US","8e87d344b4d579b30a3b2293d7ca9a67","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/valium-addiction/","1710","","","32","16","16","en-US","41a2dfc4e63588448ffdaa43fb46f057","Indexable",""
"https://www.columbusrecoverycenter.com/about-cleveland-ohio/","1858","","","18","8","10","en-US","d00ac6557025d59a502c4a8626910571","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/tramadol-addiction/","1144","","","22","11","11","en-US","2e4dd3ff40237bd815fb05169201ab1e","Indexable",""
"https://www.columbusrecoverycenter.com/our-team/jenna-moran/","296","","","3","2","1","en-US","999108a409e3ed429a6ef279e078a6c7","Indexable",""
"https://www.columbusrecoverycenter.com/our-team/amy-cochran/","287","","","3","2","1","en-US","f9dfb8688e55e3de4e1ecff0d12baa84","Indexable",""
"https://www.columbusrecoverycenter.com/about-springfield-ohio/","1535","","","26","10","16","en-US","8256bf3e4f03bb4c375ff7a491c00188","Indexable",""
"https://www.columbusrecoverycenter.com/about-canton-ohio/","1249","","","20","14","6","en-US","f23305feb239b80a18c529c1abb3ca1","Indexable",""
"https://www.columbusrecoverycenter.com/recovery-blog/page/23/","683","","","15","12","3","en-US","b6b1ce528dee40b00ecc792624ea7b52","Indexable",""
"https://www.columbusrecoverycenter.com/blog/category/uncategorized/","892","","","55","52","3","en-US","57010c27a9df26272bc2c669bd947c1a","Non-Indexable","noindex"
"https://www.columbusrecoverycenter.com/blog/difference-between-norco-and-vicodin/","2479","","","63","52","11","en-US","84ff5fe4d7a7c117f51215b7c8889c3e","Indexable",""
"https://www.columbusrecoverycenter.com/blog/category/addiction/","738","","","26","24","2","en-US","35e8e9aa8bed3ab1e2d06f2bc5bcaa06","Non-Indexable","noindex"
"https://www.columbusrecoverycenter.com/blog/long-alcohol-stay-system/","2841","","","52","14","38","en-US","2752f1ba3fa9ae56c6a4dde88959bb59","Indexable",""
"https://www.columbusrecoverycenter.com/blog/category/prescription-pills/","359","","","14","12","2","en-US","d64f239fc5a71fad82175bec4e48527c","Non-Indexable","noindex"
"https://www.columbusrecoverycenter.com/blog/is-molly-the-same-drug-as-ecstasy/","2288","","","37","16","21","en-US","908963246e326bb1ad94a9284c6ea8b2","Indexable",""
"https://www.columbusrecoverycenter.com/recovery-blog/page/3/","829","","","37","34","3","en-US","e4e8fc849714fba7c8534ec631782614","Indexable",""
"https://www.columbusrecoverycenter.com/blog/how-long-does-kratom-high-last/","2186","","","190","159","31","en-US","fea08c233652aec46eca06a43df9cc5b","Indexable",""
"https://www.columbusrecoverycenter.com/recovery-blog/page/2/","590","","","22","18","4","en-US","f52e04d10fe39ef737068c85b4201886","Indexable",""
"https://www.columbusrecoverycenter.com/blog/how-long-does-oxy-stay-in-your-system/","2297","","","86","59","27","en-US","e395263ac1be8611c78ff13d1c0c64b7","Indexable",""
"https://www.columbusrecoverycenter.com/blog/how-long-does-kratom-stay-in-system/","2029","","","168","138","30","en-US","524f01039195905caf200554fd1f1cf9","Indexable",""
"https://www.columbusrecoverycenter.com/blog/how-long-does-percocet-stay-in-your-system/","2042","","","113","98","15","en-US","7a980f226abdbc91cb58655b09a2a6bc","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/adderall-addiction/","2872","","","76","39","37","en-US","ecb2307e01c2b592789eb604294ba1bb","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/jonathan-strum/","302","","","6","4","2","en-US","e79a649a2fe5b276547df72b71ff0a11","Indexable",""
"https://www.columbusrecoverycenter.com/blog/why-is-family-therapy-important-in-ohio-drug-rehab/","901","","","6","3","3","en-US","c88e563549baac93f0344775a6004b41","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/insurance/blue-cross-blue-shield/","808","","","7","0","7","en-US","1fda66126bd255a75d9ecc383f45af93","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/insurance/mines-and-associates/","686","","","10","3","7","en-US","616b1d4eaa44a833ded8b15e175768d1","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/insurance/humana/","835","","","41","34","7","en-US","d4200b7ba6e97745e165c18d644d642d","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/insurance/cigna/","542","","","31","26","5","en-US","2444a6e134e2fa9ec77dc2c07f9c85aa","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/insurance/health-choice/","719","","","8","3","5","en-US","31ca719a0a5593fb63eb5a91ba6d2f74","Indexable",""
"https://www.columbusrecoverycenter.com/alcohol-addiction/related/signs-alcohol-poisoning/","1508","","","24","10","14","en-US","3505cbf60057f374732b8367f5f5b8fd","Indexable",""
"https://www.columbusrecoverycenter.com/students/which-substances-do-ohio-students-use/","1520","","","16","4","12","en-US","250c84cc36fc7d3cebfd3389d2e6d037","Indexable",""
"https://www.columbusrecoverycenter.com/students/how-to-help/","1352","","","5","1","4","en-US","6b9b5e82c268ec6b09c0fb9795346613","Indexable",""
"https://www.columbusrecoverycenter.com/outreach/cassidy-smith/","306","","","3","1","2","en-US","cee6b895223638571fc0d8e761c39709","Indexable",""
"https://www.columbusrecoverycenter.com/outreach/dwight-thompson/","294","","","1","0","1","en-US","e6565a2edeb78cc79a72c7e108397e6d","Indexable",""
"https://www.columbusrecoverycenter.com/outreach/emily-flatt/","298","","","1","0","1","en-US","6c74dca16a0264b04dc3b141831882d0","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/hudson/","2147","","","23","17","6","en-US","c462d167b794ac1fdfa2606eaee894b","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/youngstown/","2177","","","25","16","9","en-US","700da578e39e21b6c9e186a736ca6350","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/hamilton/","2148","","","20","11","9","en-US","e10ca97c0ced66d053d4c0c0d4e3a0b5","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/kent/","2018","","","17","10","7","en-US","4bd271fe27e218c159d482a772fdc138","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/euclid/","2131","","","20","17","3","en-US","ba0dc38cad888d2c16729c250abdd23f","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/cuyahoga-falls/","2388","","","18","13","5","en-US","2b013b4c5d6fa5f57aa531f96d90f126","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/massillon/","2180","","","59","52","7","en-US","2793de0759cea0f863d6c974c94614a1","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/middletown/","2254","","","24","14","10","en-US","b68456f11bd514f2841abd083410d5f4","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/monroe/","2340","","","19","18","1","en-US","7b6602851645a27b044fdede199ba4b1","Indexable",""
"https://www.columbusrecoverycenter.com/ohio-rehab/warren/","2303","","","27","20","7","en-US","e9fba453e80c9ee35bb99c254e89e847","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/jenni-jacobsen/","338","","","9","8","1","en-US","b64718a86e5cb544cc6e3f80ca00bf07","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/erica-weiman/","322","","","11","8","3","en-US","687549b7ae466c4a4fbcee61a087f8c8","Indexable",""
"https://www.columbusrecoverycenter.com/admissions/pricing/no-insurance/","941","","","19","13","6","en-US","ccbf3a827a732edf486e06fa30787ca7","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/cocaine-addiction/symptoms-side-effects/","1057","","","10","2","8","en-US","12c9b834a66e67bb154e1cef2fc80db0","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/cocaine-addiction/withdrawal-detox/","1478","","","31","14","17","en-US","176397a8d591d301291211401e3d1476","Indexable",""
"https://www.columbusrecoverycenter.com/editorial/jessica-pyhtila/","337","","","15","14","1","en-US","5d48c0e5e7cf026c0f0368ccbebe28b6","Indexable",""
"https://www.columbusrecoverycenter.com/drugs/hydrocodone-addiction/withdrawal-detox/","1455","","","24","7","17","en-US","587f1e50a9e5806674b125673a6c4e98","Indexable",""
"https://www.columbusrecoverycenter.com/blog/history-aa-alcoholics-anonymous-sprouted-akron/","1216","","","13","10","3","en-US","b8ff4a4ab1bd0a5278bdb2e8e6fe4209","Indexable",""
"https://www.columbusrecoverycenter.com/recovery-blog/page/21/","952","","","15","11","4","en-US","6a6af84ef5bff39dce020969a2a40408","Indexable",""
"https://www.columbusrecoverycenter.com/recovery-blog/page/22/","951","","","15","10","5","en-US","45cd296bcacca48efca21c1c99301e66","Indexable",""
"https://www.columbusrecoverycenter.com/blog/new-day-ohio-recovery-village-columbus-now-open/","1090","","","10","7","3","en-US","617af8f405a4dbb1100a681a7ca2748b","Indexable",""
"https://www.columbusrecoverycenter.com/blog/narcan-compass-healing-crutch-addiction/","1618","","","46","37","9","en-US","b35cd6b93632ddec89622661e8e21434","Indexable",""
"https://www.columbusrecoverycenter.com/blog/patient-treatment-necessary-ohio-heroin-addicts/","1115","","","6","5","1","en-US","30de433216dc74fb889f507c9f139ee","Indexable",""
"https://www.columbusrecoverycenter.com/blog/can-you-be-born-an-addict/","1396","","","11","4","7","en-US","6890fd9661bfab83d0533331991a9225","Indexable",""
"https://www.columbusrecoverycenter.com/blog/ohio-addicts-straining-emergency-rooms-across-state/","814","","","15","9","6","en-US","35c8d97e8b9599f0aabefafe2b9ebeba","Indexable",""
"https://www.columbusrecoverycenter.com/blog/schools-stock-narcan-in-response-to-ohio-opioid-epidemic/","1231","","","25","18","7","en-US","e078d546da76bece485bd1f98ab14a17","Indexable",""
"https://www.columbusrecoverycenter.com/blog/things-you-might-not-know-about-buckeyes-and-opioids/","1332","","","31","15","16","en-US","7f00751a747966279d02bf6b7bce2763","Indexable",""
"https://www.columbusrecoverycenter.com/blog/category/uncategorized/page/2/","759","","","16","11","5","en-US","b089b6224b4b2f4926320105a48d11a9","Non-Indexable","noindex"
"https://www.columbusrecoverycenter.com/blog/isotonitazene/","1327","","","80","61","19","en-US","aeba8b7c1ebd1f79ca7e9698799d52b5","Indexable",""
"https://www.columbusrecoverycenter.com/blog/category/uncategorized/page/3/","1021","","","20","16","4","en-US","c5b5ee0a52219c0f617013461132b681","Non-Indexable","noindex"
